id,name,grade
25026,Eva,15.77
25027,Hossein,8.39
25028,Nasim,11.93
25029,Milad,10.99
25030,Eva,17.0
25031,Bahram,19.23
25032,Mohsen,11.33
25033,Maryam,7.89
25034,Pouya,12.08
25035,Nasim,8.66
25036,Ramin,17.1
25037,Steve,8.06
25038,Fereshte,8.84
25039,Kamran,15.18
25040,Mandana,17.87
25041,Hamid,8.78
25042,Reza,7.9
25043,Javad,18.46
25044,Dariush,13.89
25045,Neda,16.59
25046,Azadeh,18.25
25047,Navid,12.88
25048,Nina,18.09
25049,Negar,10.73
25050,Negar,5.32
25051,Fatemeh,8.0
25052,Farhad,15.12
25053,Neda,5.74
25054,Hossein,10.22
25055,Mahdi,8.24
25056,Younes,8.59
25057,Elaheh,5.56
25058,Javad,10.78
25059,Elnaz,8.31
25060,Elnaz,10.63
25061,David,14.26
25062,Farzaneh,1.42
25063,Kaveh,17.92
25064,Sara,7.86
25065,Taraneh,14.94
25066,Shadi,1.58
25067,Masoud,13.29
25068,Negin,19.57
25069,Parsa,6.95
25070,Jack,4.4
25071,Shayan,15.87
25072,Oscar,12.23
25073,Fariba,19.16
25074,Yalda,2.05
25075,Eva,7.18
25076,Babak,8.22
25077,Javad,14.37
25078,Mehrdad,16.97
25079,Reza,8.78
25080,Leila,10.47
25081,Charlie,3.31
25082,Liam,11.62
25083,Ehsan,0.09
25084,Milad,4.86
25085,Shahrzad,8.28
25086,Babak,12.17
25087,Farshid,15.44
25088,Paul,16.01
25089,Frank,15.05
25090,Ivy,0.33
25091,Bahareh,1.69
25092,Taraneh,11.69
25093,Ehsan,14.82
25094,Nina,15.03
25095,Alireza,3.48
25096,Charlie,12.14
25097,Rasoul,19.79
25098,Leila,15.84
25099,Alireza,6.45
25100,Elaheh,17.76
25101,Eva,5.58
25102,Bob,14.72
25103,Reza,12.6
25104,Neda,9.13
25105,Niloufar,19.72
25106,Frank,2.37
25107,Helen,8.1
25108,Bahareh,10.16
25109,Ehsan,12.21
25110,Roya,14.74
25111,Shirin,6.67
25112,Shahram,7.29
25113,Nasim,14.51
25114,Sepideh,15.04
25115,Samira,19.09
25116,Quinn,15.7
25117,Dorsa,19.42
25118,Maryam,7.61
25119,Setareh,11.98
25120,Steve,6.21
25121,Zahra,19.26
25122,Ziba,2.52
25123,Anahita,16.91
25124,Charlie,19.25
25125,Fariba,6.63
25126,Pegah,2.66
25127,Roya,15.16
25128,Setareh,19.94
25129,Anahita,14.3
25130,Ramin,14.39
25131,Mohsen,16.29
25132,Mahdi,11.5
25133,Azar,19.87
25134,Ali,4.26
25135,Kaveh,15.31
25136,Ramin,15.02
25137,Grace,16.99
25138,Setareh,9.28
25139,Jack,15.58
25140,Behnam,8.15
25141,Sahar,17.13
25142,Kiana,5.35
25143,Soraya,1.74
25144,Fereshteh,5.8
25145,Narges,19.89
25146,Niloufar,1.15
25147,Roya,12.42
25148,Maryam,3.22
25149,Ladan,15.67
25150,Azadeh,12.76
25151,Zahra,13.07
25152,David,8.68
25153,Setareh,4.95
25154,Mojtaba,9.77
25155,Shayan,17.25
25156,Mina,18.07
25157,Grace,13.25
25158,Vahid,3.49
25159,Narges,15.82
25160,Ziba,10.06
25161,Farzaneh,2.98
25162,Shabnam,12.34
25163,Ehsan,12.18
25164,Fereshte,10.98
25165,Eva,4.77
25166,Samira,4.94
25167,Javad,5.54
25168,Parsa,18.8
25169,Oscar,17.37
25170,Kiana,10.57
25171,Ivy,17.57
25172,Javad,6.94
25173,Reza,16.21
25174,Kamran,2.14
25175,Roya,11.37
25176,Shahram,4.26
25177,Sohrab,12.18
25178,Dorsa,14.06
25179,Masoud,14.94
25180,Tina,19.41
25181,Shahab,11.19
25182,Mahdi,5.22
25183,Negar,16.25
25184,Fereshteh,3.89
25185,Parvin,12.63
25186,Farshid,17.97
25187,Simin,8.48
25188,Ali,3.31
25189,Mohammad,16.54
25190,Liam,19.27
25191,David,10.23
25192,Quinn,17.18
25193,Kate,18.96
25194,Kaveh,9.0
25195,Nasrin,9.17
25196,Amir,15.37
25197,Younes,9.4
25198,Bob,1.59
25199,Pegah,12.54
25200,Parsa,18.33
25201,Soraya,5.81
25202,Anahita,17.24
25203,Mona,9.7
25204,Babak,18.53
25205,Negin,12.92
25206,Homa,6.6
25207,Helen,5.14
25208,Nasim,0.21
25209,Elaheh,12.42
25210,Nader,18.07
25211,Bob,6.3
25212,Fereshteh,19.82
25213,Arash,7.59
25214,Ghazal,4.9
25215,Shirin,19.72
25216,Shirin,17.39
25217,Parsa,4.31
25218,Mohsen,12.69
25219,Hamid,5.55
25220,Oscar,12.43
25221,Zahra,9.51
25222,Ehsan,3.55
25223,Niloufar,6.2
25224,Shervin,5.72
25225,Mehrdad,2.95
25226,Fatemeh,17.18
25227,Mahdi,12.19
25228,Jack,18.68
25229,Mojtaba,14.33
25230,Afshin,5.7
25231,Parvin,7.43
25232,Fereshteh,15.83
25233,Zahra,19.9
25234,Maryam,10.36
25235,Setareh,10.77
25236,Rasoul,15.45
25237,Liam,12.25
25238,Ghazal,18.63
25239,Grace,19.49
25240,Shervin,18.88
25241,Negin,1.6
25242,Elnaz,7.23
25243,Steve,12.41
25244,Shiva,3.76
25245,Milad,14.71
25246,Mahdi,11.98
25247,Dariush,7.77
25248,Sina,10.12
25249,Tina,4.12
25250,Nina,5.02
25251,Zahra,9.42
25252,Kiana,19.78
25253,Amir,19.16
25254,Pouya,14.09
25255,Ali,18.84
25256,Mina,15.13
25257,Farzaneh,17.18
25258,Afshin,3.3
25259,Narges,2.2
25260,Bahram,9.44
25261,Paul,9.02
25262,Azar,6.78
25263,Shahrzad,11.5
25264,Katayoun,18.84
25265,Mehdi,7.5
25266,Alice,10.3
25267,Ehsan,8.68
25268,Babak,3.01
25269,Parvin,19.92
25270,Azadeh,16.78
25271,Afshin,14.69
25272,Milad,9.17
25273,Shirin,15.94
25274,Younes,0.33
25275,Neda,19.71
25276,Sina,14.11
25277,Kate,0.65
25278,Alireza,7.18
25279,Atiyeh,12.28
25280,Soraya,10.08
25281,Mona,15.07
25282,Behzad,5.21
25283,Arman,4.06
25284,Sohrab,14.71
25285,Navid,1.38
25286,Sina,5.77
25287,Behzad,14.03
25288,Homa,9.76
25289,Jack,14.54
25290,Dorsa,8.22
25291,Navid,3.39
25292,Hossein,4.71
25293,Sohrab,2.44
25294,Simin,4.65
25295,Fereshte,0.07
25296,Atiyeh,11.13
25297,Shabnam,2.07
25298,Siavash,0.29
25299,Navid,0.46
25300,Grace,12.09
25301,Kiana,10.74
25302,Sara,9.77
25303,Shabnam,10.6
25304,Maryam,19.55
25305,Milad,3.24
25306,Shervin,6.36
25307,Fereshteh,9.91
25308,Mona,11.53
25309,Sara,9.88
25310,Fereshte,2.4
25311,Ehsan,5.22
25312,Ramin,9.99
25313,Maryam,15.94
25314,Ziba,0.88
25315,Behnam,18.83
25316,Neda,5.64
25317,Amir,0.16
25318,Farhad,8.3
25319,Yalda,8.67
25320,Nader,14.2
25321,Reza,5.43
25322,Ghazal,1.46
25323,Dorsa,11.26
25324,Parsa,18.06
25325,Morteza,3.95
25326,Ali,18.53
25327,Paul,4.45
25328,Pegah,16.47
25329,Siavash,11.01
25330,David,3.32
25331,Nasim,18.76
25332,Hassan,11.78
25333,Taraneh,17.33
25334,Maryam,15.75
25335,Azadeh,18.89
25336,Amir,1.46
25337,Samira,13.12
25338,Elnaz,9.12
25339,Quinn,6.42
25340,Elham,2.39
25341,Shahab,3.66
25342,Mohammad,14.69
25343,Charlie,15.14
25344,Mojtaba,11.55
25345,Mohammad,0.24
25346,Niloufar,8.05
25347,Quinn,6.78
25348,Shadi,17.89
25349,Grace,7.97
25350,Sina,14.57
25351,Ladan,16.95
25352,Shayan,11.56
25353,Pouya,9.22
25354,Bahram,8.69
25355,Hossein,11.0
25356,Kiana,9.15
25357,Sahar,17.42
25358,Helen,3.34
25359,Elaheh,10.36
25360,Sohrab,9.55
25361,Yasaman,9.51
25362,Bahram,3.15
25363,Steve,13.65
25364,Kaveh,3.07
25365,Kiana,18.36
25366,Javad,11.9
25367,Kaveh,5.87
25368,Nader,18.92
25369,Yalda,14.72
25370,Fatemeh,14.39
25371,David,16.56
25372,Kate,2.24
25373,Ehsan,13.67
25374,Farzaneh,12.63
25375,Shahram,12.68
25376,Amir,9.79
25377,Navid,3.82
25378,Arman,11.01
25379,Kamran,19.83
25380,Arash,14.96
25381,Nader,10.71
25382,Tina,13.89
25383,David,18.74
25384,Mona,0.21
25385,Yalda,4.02
25386,Kiana,17.54
25387,Kate,4.59
25388,Mona,0.52
25389,Azar,6.43
25390,Mina,18.55
25391,Parvin,11.61
25392,Shahrzad,7.48
25393,Nasim,5.1
25394,Sina,7.38
25395,Mohammad,15.12
25396,Mehdi,0.95
25397,Younes,5.82
25398,Farzaneh,14.5
25399,Fariba,1.58
25400,Dorsa,3.65
25401,Grace,10.24
25402,Nasrin,8.07
25403,Pouya,9.91
25404,Farzaneh,4.08
25405,Morteza,15.57
25406,Homa,15.93
25407,Ali,6.06
25408,Elnaz,11.7
25409,Farzaneh,8.63
25410,Afshin,16.31
25411,Leila,18.75
25412,Ivy,13.38
25413,Younes,3.35
25414,Rose,1.9
25415,Arman,15.69
25416,Farhad,10.16
25417,Younes,9.25
25418,Behzad,11.56
25419,Bahram,7.86
25420,Mohammad,16.81
25421,Navid,10.25
25422,Setareh,3.66
25423,Sara,1.51
25424,Sina,2.42
25425,Alice,13.6
25426,Siavash,7.03
25427,Dariush,11.56
25428,Babak,14.74
25429,Ziba,15.16
25430,Katayoun,19.94
25431,Arman,10.55
25432,Ehsan,13.77
25433,Azar,15.93
25434,Arman,16.93
25435,Zahra,13.37
25436,Azadeh,16.08
25437,Parvin,14.81
25438,Neda,14.21
25439,Mehdi,18.52
25440,Ziba,5.18
25441,Liam,6.97
25442,Taraneh,9.26
25443,Vanda,4.11
25444,Tina,19.37
25445,Golnaz,15.02
25446,Elaheh,18.99
25447,Sahar,17.92
25448,Atiyeh,19.64
25449,Babak,1.97
25450,Kate,7.79
25451,Mehrdad,14.71
25452,Ramin,18.04
25453,Behnam,3.01
25454,Morteza,11.37
25455,Azadeh,5.68
25456,Nasim,11.42
25457,Arash,4.69
25458,Pouneh,12.42
25459,Shahab,15.97
25460,Elham,0.58
25461,Keyvan,9.18
25462,Mina,18.72
25463,Rasoul,15.69
25464,Kaveh,6.39
25465,Sepideh,2.54
25466,Bob,13.58
25467,Alice,8.55
25468,Shadi,9.03
25469,Shervin,11.49
25470,Pouya,9.9
25471,Niloufar,13.73
25472,Rose,10.54
25473,Golnaz,14.11
25474,Hassan,1.83
25475,Soraya,19.19
25476,Katayoun,2.87
25477,Mandana,1.92
25478,Mehrdad,14.0
25479,Ghazal,8.62
25480,Frank,7.3
25481,Behnam,16.15
25482,Ali,10.17
25483,Kiana,6.46
25484,Shahab,0.26
25485,Alice,16.2
25486,Shahab,14.63
25487,Quinn,1.0
25488,Fatemeh,5.18
25489,Ladan,2.62
25490,Hamid,13.48
25491,Fariba,10.94
25492,Pegah,3.57
25493,Mehrdad,1.22
25494,Niloufar,12.87
25495,Bob,3.75
25496,Nader,11.55
25497,Leila,13.88
25498,Kate,1.5
25499,Shahram,2.13
25500,Anahita,1.67
25501,Mehdi,10.43
25502,Hamid,13.62
25503,Kamran,14.7
25504,Zahra,12.8
25505,Tina,19.79
25506,Rose,14.13
25507,Tina,13.39
25508,Javad,15.58
25509,Ziba,15.98
25510,Bahareh,19.64
25511,Roya,14.81
25512,Farshid,0.47
25513,Negar,15.48
25514,Farshid,11.21
25515,Frank,0.26
25516,Hamid,7.66
25517,Siavash,15.1
25518,Shahram,5.31
25519,Farshid,13.0
25520,Golnaz,13.35
25521,Ziba,11.01
25522,Goli,16.84
25523,Javad,15.21
25524,Hossein,3.56
25525,Ramin,1.77
25526,Eva,4.88
25527,Soraya,16.19
25528,Neda,16.97
25529,Kamran,18.56
25530,Oscar,13.08
25531,Paul,9.1
25532,Farhad,9.82
25533,Vanda,5.83
25534,Hossein,1.6
25535,Elham,6.84
25536,Shayan,1.44
25537,Azar,0.43
25538,Mohammad,16.37
25539,Leila,18.84
25540,Mina,15.8
25541,Atiyeh,3.86
25542,Pouya,5.44
25543,Alice,2.58
25544,Shirin,12.37
25545,Quinn,13.38
25546,Azadeh,14.65
25547,Narges,8.59
25548,Hamid,3.74
25549,Shayan,3.65
25550,Fereshteh,13.75
25551,Masoud,4.96
25552,Javad,10.52
25553,Siavash,13.77
25554,Simin,9.27
25555,Simin,13.98
25556,Bahram,17.88
25557,Azadeh,16.72
25558,Shahram,14.02
25559,Anahita,18.31
25560,Goli,19.42
25561,Fereshte,11.07
25562,Negin,13.24
25563,Mehdi,19.45
25564,Setareh,15.26
25565,Alireza,12.14
25566,Nasrin,5.54
25567,Azar,16.11
25568,Pouneh,10.21
25569,Zahra,18.38
25570,Ghazal,4.63
25571,Shahab,13.5
25572,Arash,9.18
25573,Fereshteh,5.31
25574,Shahab,19.82
25575,Nina,6.1
25576,Zahra,9.9
25577,Arash,1.6
25578,Milad,6.91
25579,Paul,18.41
25580,Kate,14.23
25581,Rose,4.85
25582,Sepideh,4.41
25583,Taraneh,17.16
25584,Dorsa,17.41
25585,Frank,10.23
25586,Shervin,13.15
25587,Kamran,19.51
25588,Farzaneh,16.27
25589,Ivy,7.67
25590,Zahra,17.78
25591,Ladan,11.02
25592,Nina,6.67
25593,Shahrzad,11.84
25594,Golnaz,18.31
25595,Milad,6.47
25596,Javad,7.58
25597,Shahab,14.82
25598,Kiana,16.9
25599,Fariba,4.79
25600,Quinn,13.1
25601,Rose,15.04
25602,Simin,4.19
25603,Negin,16.64
25604,Mehdi,14.19
25605,Homa,4.91
25606,Milad,4.61
25607,Kiana,9.55
25608,Samira,10.93
25609,Ehsan,19.6
25610,Masoud,5.01
25611,Grace,0.6
25612,Farzaneh,1.5
25613,Arman,14.94
25614,Mona,0.66
25615,Fatemeh,9.11
25616,Steve,0.46
25617,Jack,4.39
25618,Morteza,15.83
25619,Zahra,2.46
25620,Rose,4.98
25621,Jack,16.96
25622,Farzaneh,17.72
25623,Shirin,19.72
25624,Rose,3.9
25625,Mojtaba,10.61
25626,Siavash,2.83
25627,Nina,19.25
25628,Niloufar,14.69
25629,Liam,11.77
25630,Atiyeh,1.89
25631,Nasim,12.55
25632,Shahab,9.11
25633,Grace,4.05
25634,Ziba,17.79
25635,Oscar,17.56
25636,Sara,2.52
25637,Eva,8.18
25638,Jack,7.2
25639,Taraneh,12.0
25640,Rasoul,4.8
25641,Morteza,18.04
25642,Reza,2.49
25643,Shahrzad,3.76
25644,Goli,8.09
25645,Pouya,16.32
25646,Fereshte,13.73
25647,Younes,14.34
25648,Kiana,8.54
25649,Siavash,9.75
25650,Mona,8.09
25651,Arman,2.96
25652,Amir,6.33
25653,Nasim,16.92
25654,Dariush,14.88
25655,Masoud,14.44
25656,Vahid,17.11
25657,Mona,18.96
25658,Homa,7.01
25659,Farzaneh,5.83
25660,Shahrzad,4.9
25661,Reza,9.43
25662,Kate,6.37
25663,Tina,19.42
25664,Charlie,13.51
25665,Milad,0.43
25666,Farzaneh,3.41
25667,Frank,11.67
25668,Ladan,8.71
25669,Pegah,16.47
25670,Homa,17.27
25671,Kamran,3.95
25672,Azadeh,14.1
25673,Hassan,12.74
25674,Parsa,16.55
25675,Zahra,15.54
25676,Atiyeh,2.05
25677,Mojtaba,6.78
25678,Mohammad,17.72
25679,Siavash,12.06
25680,Setareh,9.63
25681,Bob,0.66
25682,Narges,12.44
25683,Shahab,1.62
25684,Frank,18.51
25685,Mandana,11.16
25686,Helen,14.31
25687,Nasim,3.05
25688,Ivy,7.4
25689,Maryam,5.79
25690,Shiva,8.52
25691,Fereshteh,7.55
25692,Mojtaba,11.84
25693,Farzaneh,11.55
25694,Azadeh,7.35
25695,Elaheh,9.87
25696,Neda,11.65
25697,Kaveh,9.68
25698,Farzaneh,16.75
25699,Behzad,12.47
25700,Shiva,11.67
25701,Nader,8.92
25702,Ziba,17.35
25703,Mahdi,15.43
25704,Tina,19.93
25705,Alice,7.29
25706,Fariba,6.52
25707,Paul,1.21
25708,Shahrzad,15.4
25709,Mohsen,7.47
25710,Steve,19.56
25711,Rasoul,14.52
25712,Ali,13.4
25713,Oscar,7.82
25714,Kamran,18.15
25715,Bahareh,19.93
25716,Ladan,4.95
25717,Nader,18.99
25718,Shayan,1.65
25719,Milad,17.74
25720,Narges,6.42
25721,Yalda,10.74
25722,Morteza,6.14
25723,Steve,7.99
25724,Parvin,7.68
25725,Behzad,8.02
25726,Hossein,10.23
25727,Simin,18.66
25728,Soraya,6.09
25729,Masoud,6.84
25730,Azadeh,9.96
25731,Katayoun,6.14
25732,Arash,5.96
25733,Fatemeh,11.95
25734,Reza,9.18
25735,Oscar,13.24
25736,Babak,1.34
25737,Bahram,13.44
25738,Mina,1.5
25739,Nasim,3.52
25740,Arman,8.21
25741,Frank,13.05
25742,Mohammad,7.26
25743,Narges,7.59
25744,Kiana,7.49
25745,Quinn,19.65
25746,Ghazal,15.02
25747,Kate,18.86
25748,Vahid,2.67
25749,Kaveh,14.42
25750,Bahareh,4.3
25751,Dorsa,0.75
25752,Fereshteh,12.88
25753,Kaveh,4.34
25754,Fereshteh,1.77
25755,Mona,12.07
25756,Vanda,8.52
25757,Farzaneh,3.61
25758,Mona,10.41
25759,Mehrdad,15.84
25760,Mohsen,9.01
25761,Sara,18.79
25762,Mina,5.88
25763,Frank,5.45
25764,Mohammad,3.76
25765,Nasim,5.15
25766,Taraneh,13.64
25767,Golnaz,14.48
25768,Charlie,1.59
25769,Rasoul,12.59
25770,Fariba,18.61
25771,Ramin,17.86
25772,Ivy,17.59
25773,Mohsen,7.91
25774,Shayan,17.93
25775,Grace,16.9
25776,Shervin,11.2
25777,Shayan,9.51
25778,Mina,2.73
25779,Elham,14.73
25780,Vanda,12.48
25781,Grace,14.93
25782,Bahareh,3.27
25783,Ivy,9.09
25784,Ramin,4.16
25785,Frank,10.03
25786,Ziba,8.93
25787,Babak,0.98
25788,Afshin,17.91
25789,Shervin,3.99
25790,Soraya,11.91
25791,Rose,7.62
25792,Javad,0.29
25793,Reza,14.69
25794,Yalda,3.83
25795,Parvin,14.88
25796,Shadi,16.75
25797,Neda,10.9
25798,Masoud,13.31
25799,Hassan,12.06
25800,Mojtaba,15.56
25801,Shabnam,12.33
25802,Ali,11.42
25803,Mohsen,6.64
25804,Mohammad,16.49
25805,Charlie,0.87
25806,Kiana,11.69
25807,Nader,16.43
25808,Dorsa,0.79
25809,Soraya,8.31
25810,Mehrdad,10.94
25811,Yasaman,14.87
25812,Vanda,5.0
25813,Mandana,11.87
25814,Bob,3.48
25815,Sara,2.66
25816,Parvin,6.45
25817,Shayan,9.67
25818,Sohrab,1.58
25819,Fariba,2.45
25820,Behnam,12.74
25821,Soraya,19.63
25822,Atiyeh,14.7
25823,Sara,15.13
25824,Parvin,6.36
25825,Younes,4.94
25826,Shiva,9.01
25827,Mina,19.2
25828,Behnam,8.23
25829,Frank,5.44
25830,Soraya,19.34
25831,Reza,0.4
25832,Bob,18.44
25833,Keyvan,8.28
25834,Goli,6.7
25835,Yasaman,5.5
25836,Ivy,19.66
25837,Amir,6.64
25838,Rasoul,10.01
25839,Bob,6.34
25840,Sina,11.0
25841,Soraya,2.23
25842,Fereshte,7.66
25843,Samira,19.97
25844,Azar,17.88
25845,Neda,14.52
25846,Negin,4.4
25847,Behzad,14.93
25848,Elham,7.3
25849,Sina,1.71
25850,Shiva,6.59
25851,Pouneh,17.15
25852,Grace,3.1
25853,Vahid,13.55
25854,Oscar,9.52
25855,Ziba,7.52
25856,Yalda,2.19
25857,Pouneh,17.95
25858,Soraya,4.61
25859,Mohsen,0.23
25860,Yalda,6.62
25861,Fereshte,4.75
25862,Sohrab,15.44
25863,Azadeh,19.19
25864,Mojtaba,7.52
25865,Nader,14.16
25866,Sahar,5.37
25867,Navid,9.94
25868,Reza,1.86
25869,Mehrdad,5.09
25870,Soraya,17.38
25871,Niloufar,16.45
25872,Nina,6.4
25873,Hassan,4.49
25874,David,9.13
25875,Helen,11.2
25876,Zahra,9.89
25877,Goli,17.89
25878,Yalda,13.91
25879,Sahar,16.02
25880,Simin,3.26
25881,Nasrin,12.18
25882,Nasrin,19.33
25883,Katayoun,10.88
25884,Alireza,0.72
25885,Navid,2.47
25886,Vanda,1.9
25887,Golnaz,17.7
25888,Oscar,1.95
25889,Anahita,19.6
25890,Keyvan,19.85
25891,Eva,5.79
25892,Elaheh,9.91
25893,Nasim,10.15
25894,Sohrab,7.48
25895,Setareh,7.22
25896,Sepideh,1.7
25897,Babak,16.73
25898,Ehsan,14.63
25899,Leila,19.06
25900,Fatemeh,12.83
25901,Oscar,11.51
25902,Milad,7.96
25903,Shiva,2.19
25904,Neda,4.37
25905,Sohrab,1.32
25906,Mojtaba,5.48
25907,Farshid,16.54
25908,Homa,19.57
25909,Kate,19.24
25910,Shahram,8.26
25911,Narges,16.2
25912,Azadeh,8.69
25913,Taraneh,11.36
25914,Neda,18.5
25915,Kate,5.73
25916,Setareh,9.93
25917,Ghazal,15.41
25918,Sara,13.5
25919,Elnaz,16.13
25920,Parsa,5.45
25921,Shahab,17.04
25922,Fariba,9.62
25923,Katayoun,9.45
25924,Shirin,11.63
25925,Anahita,0.94
25926,Milad,17.77
25927,Younes,3.01
25928,Anahita,15.8
25929,Shahrzad,11.74
25930,Arash,0.1
25931,Azadeh,9.16
25932,Elham,6.31
25933,Sahar,11.09
25934,Niloufar,4.11
25935,Kaveh,9.96
25936,Goli,2.56
25937,Kate,14.84
25938,Elaheh,13.62
25939,Kamran,10.16
25940,Shahrzad,9.02
25941,Helen,18.04
25942,Shabnam,12.8
25943,Shahrzad,19.71
25944,Behnam,1.33
25945,Shirin,12.35
25946,Samira,8.49
25947,Bahram,5.2
25948,David,3.71
25949,Pegah,13.44
25950,Anahita,17.98
25951,Ali,17.94
25952,Siavash,19.73
25953,Afshin,1.96
25954,Farshid,3.16
25955,Katayoun,12.41
25956,Kaveh,2.02
25957,Hamid,0.05
25958,Pouya,7.67
25959,Mahdi,19.81
25960,Narges,13.04
25961,Azadeh,13.57
25962,Bahram,2.62
25963,Farshid,5.37
25964,Simin,16.08
25965,Soraya,13.42
25966,Dariush,17.3
25967,Parvin,8.75
25968,Alice,15.02
25969,Parvin,13.45
25970,Helen,19.07
25971,Alireza,14.92
25972,Narges,6.25
25973,Nina,11.47
25974,Nina,11.43
25975,Masoud,11.6
25976,Farshid,3.94
25977,Afshin,2.18
25978,Leila,8.69
25979,Grace,10.3
25980,Negin,7.34
25981,Shiva,8.69
25982,Fariba,11.12
25983,Elham,13.27
25984,Mandana,11.79
25985,Fariba,13.82
25986,Sara,9.94
25987,Nasim,12.59
25988,Elnaz,18.32
25989,Katayoun,4.72
25990,Ghazal,6.48
25991,Ivy,15.49
25992,Mehdi,18.74
25993,Simin,0.84
25994,Mehrdad,12.3
25995,Negar,6.86
25996,Shervin,18.63
25997,Shahab,17.97
25998,Zahra,4.39
25999,Parvin,7.73
26000,Narges,10.1
26001,Ehsan,1.65
26002,Rasoul,18.33
26003,Fariba,3.17
26004,Ghazal,4.89
26005,Oscar,13.28
26006,Nasim,8.38
26007,Ehsan,4.6
26008,Parvin,9.97
26009,Eva,15.34
26010,Shahrzad,1.59
26011,Narges,7.55
26012,Ivy,16.02
26013,Shahrzad,19.62
26014,Sahar,13.73
26015,Jack,4.1
26016,Pouya,4.09
26017,Dorsa,1.52
26018,Leila,13.55
26019,Anahita,13.8
26020,Mina,14.99
26021,Soraya,5.82
26022,Tina,7.65
26023,Nasim,18.43
26024,Nasrin,13.68
26025,Pegah,13.4
26026,Nader,12.02
26027,Sohrab,17.76
26028,Arash,4.13
26029,Bahareh,18.36
26030,Soraya,19.37
26031,Bahareh,10.87
26032,Tina,10.96
26033,Ziba,3.27
26034,Jack,17.76
26035,Azar,14.89
26036,Shayan,7.64
26037,Arman,7.87
26038,Mona,8.09
26039,Nasrin,3.33
26040,Vanda,17.46
26041,Shervin,12.03
26042,Mina,0.35
26043,Fatemeh,13.13
26044,Golnaz,7.72
26045,Elnaz,13.12
26046,Atiyeh,18.45
26047,Ziba,2.09
26048,Reza,18.66
26049,Rasoul,16.08
26050,Tina,3.11
26051,Mojtaba,14.74
26052,Arash,6.66
26053,Parvin,17.67
26054,Taraneh,10.91
26055,Dorsa,1.8
26056,Niloufar,1.0
26057,Kate,2.43
26058,Shabnam,10.84
26059,Fereshteh,6.39
26060,Pegah,10.71
26061,Shiva,13.79
26062,Amir,5.9
26063,Mehrdad,11.67
26064,Mona,7.82
26065,Katayoun,15.07
26066,Elaheh,15.36
26067,Rose,1.54
26068,Negar,15.52
26069,Mohammad,18.7
26070,Sara,11.02
26071,Shahrzad,1.87
26072,Charlie,0.78
26073,Ali,3.15
26074,Behnam,19.63
26075,Sepideh,2.84
26076,Mohammad,4.01
26077,Leila,19.96
26078,Negar,6.13
26079,Arash,10.52
26080,Elnaz,14.65
26081,Steve,2.37
26082,Taraneh,10.16
26083,Hassan,15.8
26084,Kate,0.09
26085,Reza,15.9
26086,Elaheh,4.55
26087,Shiva,10.79
26088,Eva,3.52
26089,Kate,4.7
26090,Shirin,18.55
26091,Fariba,3.37
26092,Atiyeh,16.63
26093,Frank,0.61
26094,Kamran,10.56
26095,Frank,14.67
26096,Narges,2.71
26097,Paul,14.34
26098,Ziba,0.91
26099,Nasim,9.12
26100,Keyvan,1.1
26101,Fariba,18.77
26102,Paul,6.52
26103,Tina,12.46
26104,Frank,2.15
26105,Taraneh,13.63
26106,Tina,19.4
26107,Milad,9.82
26108,Nina,14.28
26109,Azar,11.71
26110,Atiyeh,2.67
26111,Samira,3.77
26112,Homa,13.71
26113,Alice,0.67
26114,Goli,15.67
26115,Shahab,9.43
26116,Ehsan,16.99
26117,Mojtaba,12.34
26118,Katayoun,6.87
26119,Mina,8.88
26120,Sahar,0.68
26121,Steve,19.38
26122,Shirin,11.01
26123,Dorsa,3.28
26124,Golnaz,17.88
26125,Nasim,7.94
26126,Atiyeh,10.94
26127,Sina,9.46
26128,Golnaz,18.77
26129,Atiyeh,3.21
26130,Kamran,4.69
26131,Paul,18.22
26132,Sepideh,3.4
26133,Kaveh,16.88
26134,Mohsen,2.83
26135,Parsa,4.68
26136,Morteza,11.08
26137,Ivy,19.75
26138,Azar,14.87
26139,Golnaz,10.41
26140,Shayan,0.53
26141,Hossein,4.68
26142,Anahita,15.2
26143,Leila,11.92
26144,Alice,19.31
26145,Kiana,5.39
26146,Negin,10.99
26147,Leila,19.64
26148,Taraneh,19.27
26149,Mehdi,2.5
26150,Vanda,5.94
26151,Afshin,18.15
26152,Narges,16.28
26153,Homa,0.98
26154,Oscar,0.35
26155,Bahareh,5.01
26156,Javad,6.87
26157,Kaveh,0.61
26158,Sara,18.65
26159,Mona,16.48
26160,Hassan,16.86
26161,Pouneh,15.28
26162,Younes,11.21
26163,Shiva,11.71
26164,Kamran,14.71
26165,Kamran,4.78
26166,Steve,13.08
26167,Shahab,3.29
26168,Shahram,17.53
26169,Homa,7.94
26170,Pouneh,9.45
26171,Reza,16.46
26172,Mahdi,10.06
26173,Taraneh,13.9
26174,Ziba,16.53
26175,Shahrzad,0.71
26176,Yalda,13.33
26177,David,9.1
26178,Nader,5.87
26179,Mahdi,2.96
26180,Dariush,15.67
26181,Fatemeh,10.85
26182,David,18.06
26183,Pegah,11.78
26184,Shabnam,6.95
26185,Ivy,11.79
26186,Kiana,4.74
26187,Mojtaba,7.7
26188,Helen,13.0
26189,Pegah,12.11
26190,Katayoun,2.26
26191,Hamid,19.18
26192,Rasoul,10.84
26193,Steve,9.85
26194,Nina,14.58
