id,name,grade
22287,Fereshte,7.97
22288,Shahab,2.52
22289,Fatemeh,7.98
22290,Navid,17.68
22291,Nina,9.9
22292,Babak,1.48
22293,Kaveh,2.78
22294,Liam,14.25
22295,Elaheh,19.15
22296,Kaveh,17.76
22297,Mojtaba,12.69
22298,Shayan,15.11
22299,Dorsa,4.92
22300,Kiana,16.11
22301,Oscar,1.17
22302,Hassan,10.15
22303,Mojtaba,6.43
22304,Kate,10.1
22305,Amir,15.27
22306,Shirin,18.05
22307,Mandana,12.83
22308,Ramin,19.29
22309,Hamid,8.17
22310,Charlie,9.31
22311,Shayan,4.85
22312,Mehrdad,8.94
22313,Fatemeh,12.34
22314,Parvin,1.41
22315,Jack,4.95
22316,Neda,9.57
22317,Navid,8.59
22318,Parvin,16.78
22319,Quinn,4.98
22320,Jack,7.59
22321,Niloufar,2.5
22322,Setareh,6.97
22323,Mahdi,4.64
22324,Mojtaba,1.38
22325,Ehsan,15.52
22326,Ramin,5.92
22327,Babak,6.6
22328,Afshin,14.68
22329,Sohrab,17.35
22330,Hamid,11.68
22331,Paul,11.79
22332,Sahar,5.72
22333,Ziba,6.94
22334,Mahdi,18.27
22335,Reza,11.57
22336,Vahid,12.01
22337,Fereshteh,14.73
22338,Samira,12.29
22339,Mona,10.11
22340,Keyvan,13.67
22341,Tina,15.94
22342,Shirin,8.78
22343,Grace,12.26
22344,Amir,6.95
22345,Atiyeh,5.74
22346,Oscar,1.58
22347,Keyvan,13.04
22348,Grace,19.78
22349,Babak,15.16
22350,Parvin,9.38
22351,Kamran,9.19
22352,Fereshteh,15.32
22353,Eva,15.62
22354,Helen,4.81
22355,Arash,19.79
22356,Pouya,2.89
22357,Eva,5.36
22358,Bahram,17.38
22359,Alice,6.69
22360,Masoud,16.91
22361,Ziba,19.81
22362,Mandana,15.31
22363,Mohammad,18.15
22364,Mehrdad,2.0
22365,Elnaz,15.52
22366,Sepideh,7.42
22367,Shervin,12.11
22368,Quinn,1.22
22369,Fereshte,4.01
22370,Shadi,16.92
22371,Fereshte,2.62
22372,Alice,0.74
22373,Shahrzad,15.82
22374,Morteza,18.51
22375,Sara,16.1
22376,Masoud,17.87
22377,Morteza,12.34
22378,Yalda,18.95
22379,Hassan,17.44
22380,Younes,5.96
22381,Fereshteh,2.27
22382,Yasaman,16.46
22383,Kate,7.49
22384,Babak,0.85
22385,Frank,2.8
22386,Hamid,18.79
22387,Ramin,5.62
22388,Mojtaba,8.64
22389,Hamid,7.21
22390,Negin,0.73
22391,Farzaneh,10.38
22392,Younes,5.75
22393,Quinn,15.86
22394,Farzaneh,2.11
22395,Shadi,9.7
22396,Liam,9.81
22397,Pouneh,6.13
22398,Kaveh,18.01
22399,Bahram,18.77
22400,Afshin,3.91
22401,Mahdi,8.92
22402,Narges,6.94
22403,Azadeh,17.65
22404,Arman,2.9
22405,Negin,4.25
22406,Sahar,0.07
22407,Ramin,19.98
22408,Kamran,11.53
22409,Elnaz,15.7
22410,Azar,4.03
22411,Hassan,7.13
22412,Younes,5.62
22413,Bob,16.02
22414,Mohammad,13.38
22415,Zahra,16.71
22416,Paul,1.98
22417,Shahram,8.63
22418,Morteza,14.52
22419,Shahrzad,19.69
22420,Ghazal,6.83
22421,Fereshteh,2.75
22422,Pegah,19.2
22423,Hassan,16.93
22424,Nasim,7.93
22425,Vahid,7.41
22426,Shahrzad,17.37
22427,Shahram,19.05
22428,Shirin,9.89
22429,Yalda,2.41
22430,Nasrin,5.84
22431,Atiyeh,8.34
22432,Homa,19.01
22433,Vanda,7.22
22434,Shiva,6.13
22435,Behnam,0.76
22436,Sepideh,16.92
22437,Reza,13.55
22438,Masoud,2.23
22439,Rose,11.82
22440,David,17.25
22441,Bob,11.63
22442,Kaveh,3.38
22443,Bahram,19.49
22444,Shabnam,17.58
22445,Navid,13.83
22446,Nasrin,5.55
22447,Mehrdad,2.38
22448,Mohammad,16.87
22449,Behnam,14.1
22450,Golnaz,2.71
22451,Arash,12.91
22452,Behzad,12.57
22453,Kaveh,8.8
22454,Homa,13.53
22455,Parvin,13.71
22456,Fariba,2.63
22457,Fariba,9.25
22458,Kaveh,0.17
22459,Ghazal,13.8
22460,Javad,10.01
22461,Hassan,15.32
22462,Pegah,16.49
22463,Behnam,4.77
22464,Elham,6.02
22465,Fariba,4.2
22466,Shirin,4.88
22467,Bob,13.4
22468,Mona,12.49
22469,Bahram,16.87
22470,Negin,0.2
22471,Sepideh,0.27
22472,Sina,17.85
22473,Amir,7.47
22474,Steve,6.02
22475,Javad,17.62
22476,Golnaz,13.2
22477,Babak,10.94
22478,Sahar,6.78
22479,Narges,18.9
22480,Bahareh,4.07
22481,Goli,8.39
22482,Vanda,4.34
22483,Taraneh,2.33
22484,Pouneh,13.22
22485,Bob,10.34
22486,Goli,17.43
22487,Keyvan,15.71
22488,Mehdi,9.52
22489,Reza,2.26
22490,Fariba,0.34
22491,Elaheh,17.1
22492,Kate,1.27
22493,Grace,11.99
22494,Bahram,12.57
22495,Homa,8.46
22496,Keyvan,19.46
22497,Zahra,15.76
22498,Ehsan,12.43
22499,Farshid,9.58
22500,Jack,6.08
22501,Farhad,11.36
22502,Pegah,8.75
22503,Parsa,12.92
22504,Roya,5.86
22505,Samira,11.15
22506,Mahdi,3.25
22507,Samira,13.78
22508,Taraneh,2.19
22509,Behzad,5.88
22510,Nasrin,17.04
22511,Bahareh,8.37
22512,Grace,8.64
22513,Sepideh,17.85
22514,Setareh,7.27
22515,Jack,4.65
22516,Negar,18.96
22517,Javad,8.47
22518,Hassan,11.65
22519,Farhad,0.71
22520,Alireza,16.69
22521,Shirin,6.84
22522,Javad,16.53
22523,Sepideh,4.58
22524,Soraya,1.2
22525,Samira,7.84
22526,Vanda,18.07
22527,Kamran,15.38
22528,Alireza,15.9
22529,Bob,10.41
22530,Shirin,11.39
22531,Sahar,12.38
22532,Hamid,1.84
22533,Sohrab,11.12
22534,Masoud,13.58
22535,Quinn,17.51
22536,Arman,12.97
22537,Alice,7.25
22538,Reza,10.26
22539,Mahdi,0.54
22540,Golnaz,9.79
22541,Mahdi,10.6
22542,Shahrzad,7.15
22543,Anahita,11.79
22544,Rose,2.27
22545,Goli,17.77
22546,Shervin,13.71
22547,Kaveh,18.18
22548,Mehdi,17.91
22549,Ramin,16.03
22550,Sara,10.91
22551,Vanda,1.7
22552,Shadi,11.08
22553,Mojtaba,9.27
22554,Ivy,12.39
22555,Roya,1.57
22556,Taraneh,3.46
22557,Farhad,7.95
22558,Amir,0.25
22559,Yalda,7.06
22560,Homa,12.52
22561,Shirin,19.26
22562,Ziba,18.24
22563,Ehsan,16.13
22564,Younes,10.13
22565,Farzaneh,16.32
22566,Tina,6.58
22567,Negar,15.12
22568,Niloufar,11.65
22569,Navid,9.7
22570,Kiana,0.76
22571,Ladan,10.33
22572,Farshid,1.42
22573,Pegah,13.75
22574,Soraya,1.68
22575,Fereshte,0.95
22576,Sepideh,11.87
22577,Ehsan,3.63
22578,Bob,2.77
22579,Bahram,14.08
22580,Hamid,15.76
22581,Shiva,5.23
22582,Taraneh,14.48
22583,Bob,17.42
22584,Parvin,16.45
22585,Quinn,2.63
22586,Ali,9.64
22587,Shahrzad,9.78
22588,Alice,12.24
22589,Amir,19.7
22590,Elaheh,0.8
22591,Nasrin,11.25
22592,Helen,16.08
22593,Javad,13.44
22594,Parvin,17.32
22595,Sara,6.59
22596,Shabnam,14.79
22597,Grace,14.62
22598,Homa,16.04
22599,Alice,4.21
22600,Ali,6.81
22601,Vahid,1.17
22602,Kamran,19.9
22603,Behzad,15.8
22604,Jack,9.13
22605,Eva,12.18
22606,Grace,16.81
22607,Shahram,15.63
22608,Negin,8.96
22609,Roya,10.25
22610,Reza,19.64
22611,Mahdi,2.34
22612,Farhad,17.51
22613,Hossein,19.07
22614,Goli,19.55
22615,Fereshte,12.64
22616,Fatemeh,13.38
22617,Parsa,1.21
22618,Katayoun,16.24
22619,Kamran,5.71
22620,Arman,8.59
22621,Roya,10.22
22622,Mehdi,17.74
22623,Neda,19.21
22624,Mojtaba,15.84
22625,Sina,5.41
22626,Ali,2.47
22627,Mehdi,11.9
22628,Navid,6.87
22629,Neda,14.91
22630,Frank,7.54
22631,Taraneh,8.02
22632,Jack,15.04
22633,Mona,13.75
22634,Neda,14.46
22635,Sepideh,1.4
22636,Dorsa,0.54
22637,Narges,8.51
22638,Atiyeh,18.05
22639,Shadi,10.09
22640,Shayan,4.83
22641,Nina,6.57
22642,Mandana,9.87
22643,Siavash,1.14
22644,Ali,12.29
22645,Ghazal,13.08
22646,Kaveh,10.1
22647,Bahram,13.47
22648,Elham,17.53
22649,Keyvan,3.48
22650,Pegah,5.87
22651,Amir,16.7
22652,Jack,1.76
22653,Rose,7.01
22654,Fariba,5.69
22655,Jack,3.5
22656,Milad,4.08
22657,Mohammad,1.09
22658,Masoud,9.6
22659,Niloufar,19.06
22660,Kate,3.55
22661,Homa,8.1
22662,Morteza,3.69
22663,Elnaz,1.06
22664,Jack,5.77
22665,Parvin,4.12
22666,Fariba,9.11
22667,Anahita,14.89
22668,Behnam,1.09
22669,Milad,5.85
22670,Mehrdad,0.71
22671,Rasoul,8.09
22672,Shahrzad,6.54
22673,Sepideh,15.67
22674,Ali,3.91
22675,Fariba,4.08
22676,Fatemeh,19.03
22677,Reza,14.12
22678,Parvin,1.57
22679,Mandana,15.64
22680,Negar,0.39
22681,Hassan,12.37
22682,Amir,12.09
22683,Vahid,17.34
22684,Anahita,12.27
22685,Jack,8.77
22686,Ramin,2.43
22687,Sina,16.7
22688,Mahdi,17.98
22689,Vahid,19.96
22690,Afshin,6.69
22691,Mona,3.23
22692,Shabnam,3.63
22693,Mehrdad,12.45
22694,Mohsen,2.12
22695,Behnam,10.93
22696,Shahab,11.24
22697,Shabnam,16.85
22698,Fatemeh,3.16
22699,Leila,12.42
22700,Kaveh,17.4
22701,Charlie,9.01
22702,Shahram,8.61
22703,Fariba,12.85
22704,Hamid,19.63
22705,Arash,15.28
22706,Nader,0.91
22707,Nasrin,18.44
22708,Jack,18.3
22709,Nina,11.68
22710,Quinn,15.17
22711,Farshid,4.9
22712,Niloufar,7.78
22713,Mahdi,10.57
22714,Mona,2.89
22715,Ivy,6.93
22716,Mona,8.4
22717,Amir,5.3
22718,Soraya,12.45
22719,Arash,18.04
22720,Vanda,5.51
22721,David,16.61
22722,Neda,7.59
22723,Anahita,10.86
22724,Farhad,14.75
22725,Hamid,9.64
22726,Ali,17.01
22727,Sina,8.81
22728,Mohsen,15.22
22729,Hassan,10.35
22730,Roya,1.33
22731,Farshid,7.22
22732,Ali,3.14
22733,Yasaman,7.77
22734,Reza,17.16
22735,Amir,10.73
22736,Hossein,8.35
22737,Behzad,4.34
22738,Mohsen,9.58
22739,Bahram,14.02
22740,Helen,2.3
22741,Paul,3.87
22742,Sohrab,16.67
22743,Neda,8.13
22744,Shabnam,0.46
22745,Sohrab,2.56
22746,Neda,14.0
22747,Kate,18.35
22748,Azar,19.45
22749,Azadeh,5.04
22750,Bahram,2.85
22751,Vanda,19.85
22752,Javad,15.06
22753,Farzaneh,8.99
22754,Yalda,17.31
22755,Rasoul,18.67
22756,Farshid,12.13
22757,Mahdi,13.78
22758,Jack,0.43
22759,David,4.46
22760,Mohammad,0.65
22761,Mehrdad,13.63
22762,Soraya,11.95
22763,Shahab,11.17
22764,Quinn,13.33
22765,Frank,4.34
22766,Bob,11.82
22767,Tina,8.75
22768,Hassan,7.09
22769,Dariush,11.75
22770,Mahdi,0.84
22771,Milad,14.78
22772,Hossein,11.56
22773,Shahram,4.07
22774,Charlie,0.22
22775,Hassan,15.52
22776,Arman,1.19
22777,Keyvan,2.66
22778,Shahab,18.12
22779,Hamid,13.59
22780,Pouya,16.71
22781,Kamran,11.08
22782,Oscar,1.48
22783,Grace,6.38
22784,Nasrin,6.73
22785,Shahram,4.47
22786,Vanda,7.11
22787,Shahram,4.13
22788,Behnam,10.55
22789,Sepideh,18.39
22790,Fatemeh,17.41
22791,Neda,16.98
22792,Soraya,19.44
22793,Sahar,14.09
22794,Charlie,19.47
22795,Roya,7.69
22796,Vanda,5.58
22797,Nasrin,13.13
22798,Mohammad,14.3
22799,Zahra,19.33
22800,Milad,17.21
22801,Ramin,17.46
22802,Navid,7.02
22803,Ehsan,14.38
22804,Pouya,5.69
22805,Mojtaba,1.21
22806,Mojtaba,9.78
22807,Elham,14.39
22808,Amir,15.4
22809,Maryam,5.43
22810,Katayoun,16.88
22811,Golnaz,8.96
22812,Ramin,15.98
22813,Ehsan,6.69
22814,Younes,18.15
22815,Kiana,13.01
22816,Afshin,2.64
22817,Negar,17.84
22818,Golnaz,8.06
22819,Frank,6.51
22820,Nader,18.46
22821,Ziba,14.21
22822,Paul,0.12
22823,Alireza,10.95
22824,Farzaneh,18.6
22825,Parsa,13.32
22826,Taraneh,11.33
22827,Goli,19.82
22828,Elham,6.35
22829,Younes,17.81
22830,Azar,18.59
22831,Soraya,16.83
22832,Oscar,13.38
22833,Sina,13.9
22834,Mohsen,16.84
22835,Negin,13.73
22836,Soraya,9.45
22837,Yalda,11.62
22838,Niloufar,10.54
22839,Morteza,15.67
22840,Sohrab,6.99
22841,Pouya,4.97
22842,Mahdi,15.84
22843,Kate,13.56
22844,Parvin,14.7
22845,Niloufar,6.24
22846,Ghazal,1.44
22847,Sara,16.81
22848,Sina,9.77
22849,Charlie,14.27
22850,Ramin,16.18
22851,Helen,5.87
22852,Shahram,8.19
22853,Nasim,18.04
22854,Siavash,6.0
22855,Narges,11.67
22856,Younes,10.06
22857,Mehrdad,9.57
22858,Mojtaba,9.05
22859,Navid,9.91
22860,Shadi,12.73
22861,Grace,15.85
22862,Shahab,3.05
22863,Rasoul,15.37
22864,Narges,13.43
22865,Pouya,7.3
22866,Sina,16.58
22867,Helen,4.89
22868,Keyvan,12.27
22869,Mona,5.95
22870,Mojtaba,13.78
22871,Dariush,5.91
22872,Keyvan,0.96
22873,Sohrab,1.38
22874,Dorsa,5.3
22875,Keyvan,9.94
22876,Afshin,0.71
22877,Quinn,12.88
22878,Ivy,11.94
22879,Pouya,14.4
22880,Navid,0.96
22881,Sohrab,17.99
22882,Niloufar,5.29
22883,Farhad,3.33
22884,Keyvan,10.68
22885,Arash,14.49
22886,Mina,7.22
22887,Shahram,17.89
22888,Bahareh,7.71
22889,Alireza,0.49
22890,Mohsen,15.46
22891,Arman,17.68
22892,Leila,14.77
22893,Kiana,15.46
22894,Shabnam,19.38
22895,Parsa,15.05
22896,Elaheh,15.86
22897,Javad,0.78
22898,Tina,10.88
22899,Masoud,0.97
22900,David,12.85
22901,Bob,11.23
22902,Farshid,13.51
22903,Anahita,3.7
22904,Katayoun,1.01
22905,Alice,16.06
22906,Babak,3.08
22907,Nasim,18.39
22908,Shadi,5.78
22909,Ehsan,17.33
22910,Younes,14.33
22911,Reza,9.68
22912,Fereshte,3.1
22913,Sohrab,1.23
22914,Nader,13.8
22915,Golnaz,8.73
22916,Fereshteh,11.3
22917,Fariba,6.58
22918,Shervin,6.02
22919,Paul,9.14
22920,Siavash,14.7
22921,Vahid,15.14
22922,Katayoun,4.09
22923,Azar,1.43
22924,Elaheh,17.61
22925,Sohrab,14.07
22926,Leila,10.56
22927,Soraya,6.23
22928,Shirin,19.79
22929,Farhad,7.61
22930,Mehdi,0.02
22931,Samira,6.39
22932,Mona,10.87
22933,Pegah,9.89
22934,Bob,11.46
22935,Maryam,11.09
22936,Shiva,3.2
22937,Kaveh,19.8
22938,Setareh,5.74
22939,David,11.25
22940,Bahareh,11.87
22941,Negar,11.6
22942,Neda,0.06
22943,Pegah,19.45
22944,Morteza,2.95
22945,Elnaz,15.25
22946,Anahita,15.24
22947,Soraya,12.67
22948,Soraya,6.92
22949,Pouneh,11.3
22950,Homa,8.56
22951,Masoud,4.99
22952,Jack,1.12
22953,Shirin,5.89
22954,Nasim,14.03
22955,Arman,0.49
22956,Ziba,0.05
22957,Negin,6.02
22958,Ghazal,0.01
22959,Simin,4.45
22960,Dariush,3.54
22961,Mahdi,4.0
22962,Sohrab,14.03
22963,Shahram,7.37
22964,Elnaz,10.86
22965,Shahram,3.61
22966,Mohammad,18.41
22967,Elham,10.49
22968,Ziba,10.15
22969,Fatemeh,13.33
22970,Neda,11.98
22971,Nasrin,2.36
22972,Shervin,7.08
22973,Hassan,12.45
22974,Alice,7.27
22975,Tina,18.53
22976,Sina,2.78
22977,Sahar,7.4
22978,Shahab,17.91
22979,Jack,17.74
22980,Sina,6.22
22981,Fatemeh,6.26
22982,Pouneh,5.72
22983,Fariba,6.65
22984,Alireza,19.99
22985,Nasim,8.91
22986,Taraneh,12.73
22987,Kaveh,2.96
22988,Taraneh,7.5
22989,Mohsen,10.08
22990,Ehsan,15.59
22991,Golnaz,11.95
22992,Shayan,4.88
22993,Mina,9.22
22994,Ghazal,15.26
22995,Mahdi,15.01
22996,Sahar,18.13
22997,Mona,14.23
22998,Bob,11.9
22999,Eva,18.62
23000,Keyvan,12.13
23001,Shahrzad,1.53
23002,Leila,3.74
23003,Nasrin,17.69
23004,Shahrzad,11.66
23005,Taraneh,14.62
23006,Farshid,18.61
23007,Mina,9.57
23008,Behnam,19.11
23009,Babak,10.63
23010,Nasim,17.78
23011,Rose,8.7
23012,Parsa,11.29
23013,Frank,9.37
23014,Yalda,18.19
23015,Ziba,17.23
23016,Siavash,14.71
23017,Reza,17.38
23018,Farhad,12.92
23019,Ghazal,13.98
23020,Oscar,10.2
23021,Taraneh,11.15
23022,Keyvan,6.48
23023,Parvin,5.12
23024,Paul,18.34
23025,Parvin,6.47
23026,Alireza,7.56
23027,Arash,12.44
23028,Shirin,14.11
23029,Alireza,2.0
23030,Shayan,1.21
23031,Mohammad,17.28
23032,Quinn,7.41
23033,Maryam,6.48
23034,Azar,12.25
23035,Vahid,3.9
23036,Parvin,17.18
23037,Homa,19.78
23038,Goli,4.42
23039,Yalda,0.37
23040,Shayan,12.8
23041,Zahra,5.85
23042,Ivy,7.11
23043,Shiva,16.48
23044,Alice,17.13
23045,Shayan,5.63
23046,Nader,8.49
23047,Milad,0.73
23048,Leila,4.59
23049,Mahdi,9.91
23050,Ziba,19.86
23051,Nader,15.31
23052,Eva,4.88
23053,Ali,19.11
23054,Parvin,7.72
23055,Ehsan,17.36
23056,Pouya,8.4
23057,Narges,6.81
23058,Alireza,6.23
23059,Mohammad,3.26
23060,Alireza,15.9
23061,David,6.47
23062,Negar,13.47
23063,Afshin,11.16
23064,Mandana,14.11
23065,Fereshte,6.83
23066,Parsa,9.91
23067,Farzaneh,14.6
23068,Shahab,7.82
23069,Kate,10.23
23070,Siavash,8.03
23071,Parvin,16.92
23072,Frank,18.09
23073,Kate,15.01
23074,Ladan,4.04
23075,Jack,6.58
23076,Elaheh,19.01
23077,Samira,3.61
23078,Mina,17.6
23079,Sina,19.52
23080,Yasaman,17.68
23081,Masoud,0.37
23082,Siavash,0.48
23083,Simin,10.19
23084,Shabnam,6.16
23085,Azadeh,6.52
23086,Mina,3.54
23087,Mahdi,15.13
23088,Elnaz,2.64
23089,Bahram,16.92
23090,Negar,15.81
23091,Vahid,8.22
23092,Shahrzad,19.02
23093,Fereshteh,10.22
23094,Pegah,14.56
23095,Negar,10.16
23096,Ehsan,1.41
23097,Frank,17.16
23098,Paul,7.69
23099,Tina,12.93
23100,Golnaz,15.6
23101,Hamid,7.99
23102,Homa,14.32
23103,Negin,11.25
23104,Ladan,16.37
23105,Eva,4.18
23106,Farshid,15.74
23107,Javad,16.92
23108,Hossein,4.61
23109,Masoud,2.71
23110,Babak,8.45
23111,Parvin,15.65
23112,Eva,7.19
23113,Rose,13.94
23114,Arash,16.6
23115,Milad,4.13
23116,Fereshte,14.98
23117,Elnaz,3.43
23118,Rasoul,8.99
23119,Arash,5.89
23120,Farhad,9.34
23121,Helen,2.66
23122,Babak,4.77
23123,Arman,5.08
23124,Steve,3.09
23125,Sepideh,14.85
23126,Babak,4.02
23127,Neda,8.31
23128,Eva,15.0
23129,Liam,1.96
23130,Shahab,16.32
23131,Pouya,7.72
23132,Eva,12.71
23133,Neda,6.36
23134,Frank,16.39
23135,Hassan,12.25
23136,Negin,14.96
23137,Oscar,8.43
23138,Keyvan,18.95
23139,Mohsen,4.01
23140,Charlie,9.66
23141,Mahdi,16.45
23142,Steve,18.85
23143,Yasaman,7.41
23144,Azadeh,13.39
23145,Fatemeh,5.26
23146,Eva,17.42
23147,Charlie,7.4
23148,Tina,1.53
23149,Azadeh,18.92
23150,Fereshte,7.17
23151,Maryam,5.1
23152,Elaheh,19.71
23153,Ali,19.56
23154,Roya,13.05
23155,Shahrzad,9.33
23156,Shabnam,9.03
23157,Shiva,15.96
23158,Simin,17.65
23159,Tina,15.27
23160,Parsa,3.52
23161,Elaheh,12.79
23162,Pegah,18.23
23163,Parvin,7.32
23164,Ehsan,4.29
23165,Narges,8.33
23166,Dorsa,11.81
23167,Mina,16.65
23168,Pouya,13.89
23169,Yasaman,18.92
23170,Rose,1.34
23171,Negar,2.78
23172,Mahdi,16.81
23173,Masoud,15.36
23174,Negar,6.54
23175,Morteza,2.12
23176,Kate,9.22
23177,Bahram,14.64
23178,Mojtaba,7.87
23179,Afshin,8.1
23180,Ramin,0.45
23181,Farshid,18.59
23182,Elaheh,1.03
23183,Azar,7.63
23184,Milad,12.03
23185,Grace,12.98
23186,Reza,10.19
23187,Ivy,2.71
23188,Parvin,10.36
23189,Azar,13.93
23190,Maryam,15.81
23191,Sara,11.88
23192,Rose,5.65
23193,Ladan,12.51
23194,Steve,0.05
23195,Zahra,16.83
23196,Azar,16.62
23197,Shervin,5.19
23198,Soraya,11.74
23199,Dariush,15.7
23200,Elaheh,12.66
23201,Paul,18.32
23202,Siavash,8.5
23203,Parsa,11.46
23204,Golnaz,3.19
23205,Yalda,16.7
23206,Behzad,12.19
23207,Ziba,13.93
23208,Arman,4.38
23209,Nasim,7.78
23210,Siavash,2.17
23211,Younes,15.85
23212,Helen,7.27
23213,Mina,12.82
23214,Bahareh,17.99
23215,Fereshteh,8.86
23216,Nina,7.33
23217,Sepideh,2.55
23218,Mina,19.14
23219,Nasrin,16.95
23220,Bob,8.26
23221,Soraya,14.97
23222,Kiana,7.91
23223,Behzad,18.79
23224,Fereshte,1.97
23225,Narges,13.05
23226,Bahareh,0.05
23227,Mohammad,0.19
23228,Alireza,8.89
23229,Bahareh,10.39
23230,Sohrab,6.73
23231,Setareh,0.24
23232,Bahareh,18.68
23233,Reza,19.07
23234,Sina,10.75
23235,Ali,15.41
23236,Ramin,0.78
23237,Elnaz,13.37
23238,Amir,0.62
23239,Shadi,18.29
23240,Sina,0.75
23241,Quinn,7.05
23242,Liam,10.48
23243,Masoud,5.58
23244,Mehdi,4.34
23245,Tina,1.79
23246,Dorsa,3.09
23247,Frank,15.18
23248,Sahar,5.01
23249,Oscar,4.61
23250,Mahdi,4.12
23251,Rose,6.48
23252,Soraya,1.13
23253,Kiana,6.95
23254,Navid,14.72
23255,Vahid,2.93
23256,David,14.62
23257,Steve,5.37
23258,Samira,8.53
23259,Fereshteh,4.32
23260,Amir,6.77
23261,Niloufar,19.96
23262,Roya,5.7
23263,Frank,12.03
23264,Elnaz,1.32
23265,Azar,14.63
23266,Soraya,11.19
23267,Ladan,11.23
23268,Rose,13.94
23269,Alice,11.9
23270,Navid,5.84
23271,Kaveh,15.8
23272,Mojtaba,18.73
23273,Hamid,7.49
23274,Taraneh,4.15
23275,Fariba,0.62
23276,Shirin,16.71
23277,Bahram,7.18
23278,Alireza,0.94
23279,Parsa,18.39
23280,Tina,8.89
23281,Negin,5.64
23282,Yalda,11.26
23283,Yasaman,10.22
23284,Simin,6.29
23285,Atiyeh,0.6
23286,Siavash,1.94
23287,Negin,13.28
23288,Sina,8.53
23289,Fatemeh,10.14
23290,Mehrdad,1.0
23291,Bahareh,14.16
23292,Shiva,14.45
23293,Mina,17.31
23294,Liam,10.59
23295,Shayan,10.96
23296,Pegah,6.54
23297,Farshid,5.9
23298,Rose,17.51
23299,Amir,6.79
23300,Fariba,1.63
23301,Vahid,11.56
23302,Rasoul,6.72
23303,Rose,12.75
23304,Atiyeh,19.15
23305,Leila,8.97
23306,Negar,5.13
23307,Goli,8.6
23308,Mohsen,8.97
23309,Fatemeh,6.87
23310,Mohsen,6.81
23311,Ladan,18.76
23312,Nasim,9.66
23313,Alireza,18.33
23314,Nina,1.14
23315,Rose,12.57
23316,Paul,16.3
23317,Elnaz,19.87
23318,Mojtaba,9.8
23319,Goli,17.32
23320,Tina,4.54
23321,Pegah,9.19
23322,Younes,4.71
23323,Katayoun,7.1
23324,Shahram,6.47
23325,Kaveh,12.26
23326,Paul,11.65
23327,Mojtaba,4.56
23328,Babak,12.47
23329,Helen,17.94
23330,Bahram,16.43
23331,Shervin,3.36
23332,Dariush,4.37
23333,Shirin,8.21
23334,Shadi,0.94
23335,Goli,18.17
23336,Amir,14.49
23337,Mehrdad,16.89
23338,Bahram,4.13
23339,Younes,0.55
23340,Oscar,9.94
23341,Siavash,8.37
23342,Ramin,3.4
23343,Nasim,14.24
23344,Sohrab,17.93
23345,Pouya,9.25
23346,Bob,10.6
23347,Behnam,11.99
23348,Taraneh,13.79
23349,Elham,19.77
23350,Farhad,6.72
23351,Negar,3.53
23352,Oscar,7.86
23353,Niloufar,1.08
23354,Milad,12.59
23355,Shayan,10.53
23356,Nader,2.23
23357,Homa,1.73
23358,Mehdi,16.18
23359,Dariush,5.8
23360,Katayoun,7.94
23361,Morteza,9.01
23362,Setareh,11.13
23363,Sahar,10.87
23364,Arash,19.61
23365,Bob,18.52
23366,Steve,16.04
23367,Negin,13.29
23368,Siavash,19.2
23369,Parvin,16.46
23370,Katayoun,16.84
23371,Elaheh,5.77
23372,Mohsen,2.49
23373,Setareh,19.79
23374,Niloufar,1.93
23375,Afshin,13.61
23376,Keyvan,6.55
23377,Shadi,13.53
23378,Shirin,18.54
23379,Niloufar,7.07
23380,Behzad,3.67
23381,Nader,12.26
23382,Negar,18.35
23383,Hamid,13.54
23384,Ladan,15.51
23385,Charlie,3.23
23386,Quinn,12.68
23387,Elnaz,10.46
23388,Hassan,5.53
23389,Pouya,4.14
23390,Sina,14.68
23391,Dariush,6.15
23392,Paul,8.49
23393,Ivy,0.12
23394,Ladan,7.75
23395,Farzaneh,4.77
23396,Shahab,5.08
23397,Alireza,1.26
23398,Shirin,9.84
23399,Shahrzad,16.74
23400,Homa,8.34
23401,Atiyeh,15.71
23402,Soraya,3.39
23403,Maryam,5.92
23404,Dorsa,5.25
23405,Dariush,17.03
23406,Hamid,7.12
23407,Azar,11.23
23408,Javad,10.59
23409,Negar,15.36
23410,Shayan,18.95
23411,Kiana,12.73
23412,Parvin,12.18
23413,Shahab,19.55
23414,Mahdi,13.79
23415,Sina,9.57
23416,Leila,2.28
23417,Ali,15.87
23418,Ladan,18.79
23419,Arman,9.89
23420,Kaveh,19.87
23421,Maryam,2.22
23422,Parsa,15.36
23423,Azadeh,16.68
23424,Ghazal,18.44
23425,Shadi,7.77
23426,Nina,8.23
23427,Grace,14.16
23428,Ziba,11.02
23429,Alice,19.69
23430,Mohammad,7.36
23431,Golnaz,5.8
23432,Navid,8.41
23433,Alireza,8.38
23434,Atiyeh,16.66
23435,Kamran,14.37
23436,Arman,2.16
23437,Reza,3.85
23438,Bahareh,1.18
23439,Fereshte,13.03
23440,Farzaneh,7.76
23441,Roya,18.41
23442,Elaheh,7.18
23443,Morteza,18.17
23444,Rasoul,11.04
23445,Ladan,11.41
23446,Farshid,12.79
23447,Javad,4.1
23448,Samira,6.83
23449,Fatemeh,1.2
23450,Dariush,14.34
23451,Grace,18.54
23452,Mohammad,5.23
23453,David,6.34
23454,Fariba,0.71
23455,Keyvan,0.19
